Electricity demand Colombia 2013 [MW],Electricity demand Colombia 2015 [MW],Electricity demand Colombia 2014 [MW],Electricity demand Colombia 2016 [MW],Electricity demand Colombia 2012 [MW],Daily natural water inflows time series 2010 [GW],Daily natural water inflows time series 2009 [GW],Daily natural water inflows time series 2014 [GW],Daily natural water inflows time series 2012 [GW],Daily natural water inflows time series 2016 [GW],Daily natural water inflows time series 2007 [GW],Table 1, Installed capacity in Colombia 2006-2016,Daily natural water inflows time series 2011 [GW],Daily natural water inflows time series 2006 [GW],Daily natural water inflows time series 2015 [GW],Hourly average hydropower generation ENSO-NINO [MW],Hourly hydropower generation 2014 [MW],Daily natural water inflows time series 2013 [GW],Daily natural water inflows time series 2008 [GW],Hourly average hydropower generation ENSO-NINA [MW],3, Wind_generation_Colombia2014 - Installed cap, 19,5 MW,6, Wind_generation_ENSO-NINO,5, Solar_generation_ENSO- NINA,2, Estimated Wind generation - Installed cap, 658 MW,1, Estimated Solar PV generation - Installed cap, 520 MW,4, Solar_generation_ENSO-NINO,7, Wind_generation_ENSO-NINA,ExportsTotal 2012 MW,ExportsTotal 2016 MW,ImportsTotal 2015 MW,ExportsTotal 2014 MW,ImportsTotal 2013 MW,ExportsTotal 2013 MW,ImportsTotal 2012 MW,ImportsTotal 2016 MW,ExportsTotal 2015 MW,ImportsTotal 2014 MW
7567.0,8204.19,8092.31433,8143.65,6823.0,,,,,,,,,,,,4229.577,5431.89446,,,4895.248205,1.21338,,,,83.52,,46.27,,36.53,,,61.63,,,83.27,,36.12,,1.32,0.06,0.0,314.52,0.0,82.1,0.0,0.0,1.16,0.0
7935.0,8563.45,8394.63534,8425.9,7177.0,,,,,,,,,,,,4383.748,5710.90156,,,5056.381715,0.42353,,,,117.6,,139.9,,29.45,,,154.94,,,188.56,,59.64,,2.14,0.06,0.0,319.52,0.0,81.97,0.0,0.26,1.84,0.0
8252.0,8887.73,8652.70315,8747.61,7397.0,,,,,,,,,,,,4642.334,5992.15818,,,5205.303525,0.16087,,,,230.3,,198.77,,21.51,,,234.16,,,265.35,,122.21,,1.24,0.03,0.0,284.98,0.0,82.0,0.0,2.65,44.22,0.0
8429.0,9143.63,8828.13715,8995.58,7571.0,,,,,,,,,,,,4833.644,6136.78649,,,5381.836535,1.05892,,,,298.9,,252.96,,15.83,,,263.19,,,316.63,,184.63,,1.1,0.03,0.0,266.61,0.0,46.65,0.0,2.54,50.51,0.0
8244.0,8967.11,8683.04845,8827.78,7607.0,,,,,,,,,,,,4641.609,5989.53955,,,5348.588295,4.99994,,,,279.87,,265.49,,12.93,,,288.03,,,344.69,,306.31,,93.02,0.12,0.0,266.09,0.0,0.82,0.0,2.08,50.64,0.0
8208.0,8941.11,8712.96135,8830.52,7414.0,,,,,,,,,,,,4575.539,6021.64492,,,5235.51569,8.89378,,,,314.66,,236.05,,9.05,,,333.06,,,325.45,,271.24,,118.69,0.03,0.0,328.3,0.0,2.22,0.0,2.66,50.77,0.0
8314.0,9060.48,8822.66236,8953.66,7241.0,,,,,,,,,,,,4728.218,6113.64898,,,5188.940955,9.82254,,,,361.6,,311.68,,30.42,,,319.63,,,317.84,,297.04,,116.96,0.0,0.0,372.21,0.0,1.77,0.0,2.1,50.15,0.0
8283.0,9030.67,8906.50701,8933.46,7129.0,,,,,,,,,,,,4745.11,6238.32818,,,5103.009005,9.22304,,,,350.73,,276.28,,69.68,,,268.46,,,295.72,,302.96,,116.44,0.03,0.0,381.11,0.0,1.55,0.0,2.26,51.19,0.0
8162.0,8894.79,8774.63513,8775.14,7082.0,,,,,,,,,,,,4619.704,6107.46233,,,5104.52255,10.14121,,,,354.92,,141.89,,67.58,,,221.55,,,220.58,,261.7,,113.55,0.03,0.0,378.91,0.0,3.02,0.0,2.01,50.33,0.0
8239.0,8852.6,8693.26173,8786.03,7377.0,,,,,,,,,,,,4693.485,6007.9013,,,5232.53017,8.39796,,,,322.05,,102.33,,70.45,,,123.92,,,142.9,,201.68,,122.09,0.06,0.0,284.67,0.0,5.59,0.0,2.82,50.43,0.0
9301.0,9733.21,9480.43261,9639.28,8705.0,,,,,,,,,,,,5686.44,6811.77661,,,6609.962795,7.81049,,,,298.66,,33.09,,76.93,,,51.73,,,54.31,,160.08,,142.43,1.11,0.0,193.29,0.0,100.83,0.0,0.82,95.67,0.0
9269.0,9712.21,9403.14437,9608.43,8658.0,,,,,,,,,,,,5721.092,6725.14322,,,6763.8232,8.4759,,,,242.21,,0.0,,77.02,,,0.0,,,0.0,,131.54,,141.27,0.06,0.0,189.38,0.0,120.86,0.0,2.66,100.6,0.0
8947.0,9332.66,9114.16251,9295.67,8447.0,,,,,,,,,,,,5596.265,6408.84278,,,6454.79062,7.38807,,,,238.6,,0.0,,92.37,,,0.0,,,0.0,,96.08,,137.22,0.06,0.0,224.38,0.0,120.7,0.0,2.56,25.6,0.0
8456.0,8879.95,8678.67032,8778.03,7640.0,,,,,,,,,,,,5233.87,5988.57373,,,6001.02691,4.63296,,,,211.64,,0.0,,116.64,,,0.0,,,0.0,,54.59,,129.57,0.06,0.0,232.43,0.0,121.13,0.0,1.55,0.12,0.0
7720.0,8106.94,7962.55384,8050.87,6952.0,,,,,,,,,,,,4392.1,5465.1758,,,5327.43942,1.92664,,,,200.61,,0.0,,90.61,,,0.0,,,0.0,,58.21,,119.11,0.09,0.0,311.08,0.0,191.74,0.0,3.86,0.82,0.0
6959.0,7326.86,7245.10068,7287.73,6207.0,,,,,,,,,,,,3452.441,5044.28861,,,4599.920115,1.24867,,,,226.89,,0.0,,109.92,,,0.0,,,0.0,,55.81,,13.46,0.06,0.0,321.58,0.0,202.46,0.0,4.02,1.8,0.0
6385.0,6808.39,6770.24948,6766.07,5698.0,,,,,,,,,,,,2949.431,4808.27497,,,4298.66805,1.05713,,,,242.82,,0.0,,190.66,,,0.0,,,0.0,,55.73,,0.46,0.15,0.0,331.77,0.0,208.14,0.0,0.47,1.6,0.0
6153.0,6503.22,6511.51064,6494.94,5401.0,,,,,,,,,,,,2685.058,4545.4645,,,4111.070135,1.21434,,,,209.04,,0.0,,164.3,,,0.0,,,0.0,,41.29,,0.36,0.12,0.0,340.59,0.0,230.99,0.0,2.61,0.43,0.0
5965.0,6379.71,6319.76897,6310.46,5205.0,,,,,,,,,,,,2518.069,4325.89973,,,4018.31293,1.73114,,,,180.8,,0.0,,169.69,,,0.0,,,0.0,,20.99,,1.72,0.15,0.0,340.44,0.0,228.44,0.0,3.21,0.09,0.0
5929.0,6332.44,6260.58754,6257.04,5115.0,,,,,,,,,,,,2490.725,4254.8059,,,4018.297915,1.65112,,,,216.33,,0.0,,200.42,,,0.0,,,0.0,,19.38,,0.64,0.12,0.0,340.12,0.0,196.25,0.0,1.77,1.16,0.0
6073.0,6491.98,6411.34873,6406.93,5105.0,,,,,,,,,,,,2669.773,4415.0752,,,4232.619135,0.84166,,,,241.27,,0.0,,198.4,,,0.0,,,0.0,,18.93,,0.78,0.15,0.0,341.0,0.0,195.87,0.0,0.7,1.09,0.0
6402.0,6718.75,6708.661,6740.03,5083.0,,,,,,,,,,,,2982.416,4739.36943,,,4606.985155,0.3265,,,,228.85,,0.0,,197.23,,,0.0,,,0.0,,10.23,,1.89,0.12,0.0,341.92,0.0,197.69,0.0,1.58,1.77,0.0
6596.0,6968.49,6944.06424,6937.49,5051.0,,,,,,,,,,,,3200.172,4940.36796,,,4886.49217,0.0,,,,231.31,,0.0,,197.07,,,0.0,,,0.0,,9.84,,0.17,0.12,0.0,339.8,0.0,194.92,0.0,4.46,0.36,0.0
7181.0,7529.12,7553.16592,7518.08,5484.0,,,,,,,,,,,,3713.51,5530.24807,,,5320.96058,0.0,,,,257.23,,0.0,,177.83,,,0.01,,,0.0,,17.26,,58.3,0.12,0.0,352.3,0.0,194.79,0.0,0.9,1.05,0.0
7684.0,8186.26,8163.22467,8102.64,5863.0,,,,,,,,,,,,4214.87,6104.79645,,,5808.22817,0.20616,,,,309.09,,45.3,,156.54,,,79.74,,,80.42,,36.57,,117.34,0.09,0.0,382.6,0.0,121.2,0.0,0.0,83.84,0.0
7968.0,8586.96,8494.48376,8436.48,6165.0,,,,,,,,,,,,4393.247,6350.90289,,,6039.771775,0.9472,,,,317.97,,95.77,,134.01,,,126.14,,,165.66,,54.75,,120.73,0.09,0.0,380.85,0.0,82.43,0.0,0.39,100.28,0.0
8253.0,8816.49,8786.36127,8713.91,6376.0,,,,,,,,,,,,4583.655,6581.6006,,,6203.95862,1.26994,,,,301.67,,196.11,,93.16,,,219.4,,,230.45,,79.33,,122.92,0.06,0.0,367.71,0.0,84.21,0.0,1.44,100.16,0.0
8441.0,9065.11,8966.43386,8944.59,6527.0,,,,,,,,,,,,4791.507,6783.90282,,,6295.220425,1.84795,,,,354.38,,226.4,,64.32,,,277.15,,,268.31,,80.38,,82.76,0.09,0.0,335.17,0.0,75.58,0.0,1.46,100.8,0.0
8298.0,8921.55,8798.30579,8775.96,6581.0,,,,,,,,,,,,4614.707,6609.75643,,,6141.794645,4.43507,,,,374.12,,271.46,,51.47,,,300.97,,,309.72,,81.55,,81.06,0.06,0.0,339.72,0.0,81.14,0.0,2.05,99.82,0.0
8256.0,8879.77,8787.48276,8746.52,6486.0,,,,,,,,,,,,4559.591,6576.92758,,,5972.614515,9.0091,,,,369.63,,269.66,,102.38,,,323.24,,,326.2,,217.92,,80.41,0.06,0.0,380.74,0.0,81.71,0.0,2.07,100.98,0.0
8289.0,8971.09,8929.92604,8841.91,6344.0,,,,,,,,,,,,4698.844,6750.12616,,,5906.07995,9.35117,,,,396.69,,266.19,,178.51,,,314.42,,,305.22,,327.19,,50.66,0.09,0.0,380.47,0.0,48.13,0.0,1.96,103.33,0.0
8209.0,8939.33,8932.93034,8820.53,6248.0,,,,,,,,,,,,4678.971,6738.9829,,,5785.45282,13.95689,,,,415.52,,232.89,,262.36,,,277.63,,,234.01,,354.92,,1.49,0.09,0.0,380.86,0.0,0.96,0.0,2.04,95.84,0.0
8204.0,8722.62,8758.68861,8650.49,6263.0,,,,,,,,,,,,4501.371,6527.9562,,,5642.91958,15.51675,,,,362.2,,170.41,,270.71,,,224.09,,,212.9,,324.68,,1.33,0.09,0.0,348.13,0.0,61.57,0.0,2.49,32.4,0.0
8222.0,8760.84,8756.24692,8623.27,6523.0,,,,,,,,,,,,4566.564,6545.73045,,,5816.44206,12.61924,,,,332.61,,102.12,,291.46,,,137.58,,,153.02,,275.99,,1.46,0.12,0.0,308.62,0.0,16.58,0.0,2.16,48.07,0.0
9140.0,9716.9,9541.68944,9446.94,7916.0,,,,,,,,,,,,5602.027,7122.48977,,,7050.21929,9.99923,,,,286.35,,34.24,,320.76,,,55.48,,,50.18,,203.6,,3.47,0.27,0.0,210.56,0.0,2.29,0.0,0.43,144.36,0.0
9107.0,9680.55,9448.1427,9330.26,8017.0,,,,,,,,,,,,5606.895,7126.97215,,,7144.14471,7.44273,,,,270.59,,0.0,,316.87,,,0.0,,,0.0,,210.77,,0.57,6.59,0.0,199.77,0.0,1.31,0.0,2.48,115.64,0.0
8722.0,9273.67,9220.95533,9006.7,7800.0,,,,,,,,,,,,5291.717,6937.29324,,,6797.23359,7.71901,,,,253.38,,0.0,,315.4,,,0.0,,,0.0,,130.1,,0.48,0.15,0.0,229.4,0.0,0.33,0.0,2.07,18.06,0.0
8217.0,8833.57,8813.77061,8530.28,7179.0,,,,,,,,,,,,4896.888,6498.36479,,,6179.327235,6.85688,,,,254.83,,0.0,,314.01,,,0.0,,,0.0,,85.68,,1.45,0.12,0.0,279.55,0.0,1.36,0.0,1.65,1.39,0.0
7550.0,8131.59,8008.40965,7888.69,6574.0,,,,,,,,,,,,4092.612,5666.7185,,,5312.029035,5.07213,,,,229.49,,0.0,,265.06,,,0.0,,,0.0,,53.73,,0.62,0.15,0.0,318.59,0.0,124.15,0.0,2.25,0.83,0.0
6849.0,7389.05,7245.64158,7245.11,5968.0,,,,,,,,,,,,3185.795,4958.87166,,,4597.73146,4.7334,,,,184.37,,0.0,,216.54,,,0.0,,,0.0,,53.06,,1.1,0.15,0.0,318.57,0.0,188.28,0.0,2.78,1.03,0.0
6347.0,6876.97,6718.6786,6748.6,5542.0,,,,,,,,,,,,2920.284,4476.45704,,,4138.04556,4.10685,,,,203.04,,0.0,,170.37,,,0.0,,,0.0,,55.53,,0.62,0.15,0.0,336.83,0.0,250.41,0.0,1.81,0.12,0.0
6132.0,6575.57,6474.80403,6423.34,5281.0,,,,,,,,,,,,2769.674,4253.13756,,,3873.4387,2.74604,,,,201.99,,0.0,,159.45,,,0.0,,,0.0,,37.88,,0.31,0.12,0.0,342.55,0.0,287.11,0.0,3.78,0.09,0.0
5925.0,6407.96,6315.56864,6197.8,5169.0,,,,,,,,,,,,2633.52,4156.37846,,,3778.125305,4.58303,,,,175.87,,0.0,,148.7,,,0.0,,,0.0,,40.95,,0.23,0.15,0.0,339.97,0.0,210.22,0.0,3.11,0.63,0.0
5799.0,6369.88,6277.6445,6124.44,5140.0,,,,,,,,,,,,2599.5,4255.15509,,,3780.28045,4.26071,,,,183.9,,0.0,,139.75,,,0.0,,,0.0,,25.19,,0.49,0.12,0.0,340.39,0.0,159.53,0.0,3.0,1.35,0.0
5969.0,6525.34,6449.94416,6232.62,5298.0,,,,,,,,,,,,2769.532,4456.88588,,,3906.281075,2.83482,,,,200.2,,0.0,,104.39,,,0.0,,,0.0,,11.04,,0.76,0.42,0.0,339.8,0.0,151.95,0.0,0.27,0.63,0.0
6389.0,6801.96,6681.43462,6385.59,5712.0,,,,,,,,,,,,3168.254,4639.64565,,,4200.05383,2.99319,,,,143.11,,0.0,,74.22,,,0.0,,,0.0,,3.71,,2.0,0.12,0.0,274.83,0.0,237.06,0.0,0.94,1.08,0.0
6693.0,6993.07,6843.84493,6427.31,6099.0,,,,,,,,,,,,3468.237,4868.53193,,,4430.770445,2.56001,,,,144.19,,0.0,,56.29,,,0.0,,,0.0,,9.52,,0.5,0.12,0.0,245.2,0.0,268.0,0.0,3.44,0.09,0.0
7287.0,7577.79,7410.54339,6922.43,6606.0,,,,,,,,,,,,3970.919,5402.50907,,,4798.32315,3.02526,,,,124.08,,0.0,,61.67,,,0.0,,,0.0,,13.16,,2.05,0.12,0.0,221.22,0.0,277.37,0.0,0.0,7.62,0.0
7904.0,8206.59,7962.38991,7455.85,7202.0,,,,,,,,,,,,4507.915,5929.80153,,,5269.9219,4.97474,,,,166.73,,40.71,,73.34,,,69.89,,,60.84,,24.2,,3.22,0.09,0.0,202.54,0.0,281.44,0.0,1.21,11.48,0.0
8180.0,8561.6,8356.63895,7821.0,7536.0,,,,,,,,,,,,4755.137,6322.73602,,,5445.130025,5.05582,,,,170.57,,100.89,,91.77,,,157.76,,,141.28,,69.2,,2.47,0.09,0.0,260.1,0.0,281.0,0.0,0.84,3.06,0.0
8387.0,8880.47,8632.50336,8107.43,7800.0,,,,,,,,,,,,5090.092,6598.58713,,,5728.64386,6.82356,,,,186.16,,244.42,,91.74,,,253.57,,,199.08,,88.81,,12.82,0.06,0.0,204.23,0.0,217.06,0.0,1.26,0.85,0.0
8607.0,9101.09,8860.99535,8231.52,8150.0,,,,,,,,,,,,5291.721,6791.81616,,,5990.574445,10.78878,,,,249.26,,275.99,,92.12,,,269.15,,,250.36,,93.95,,130.54,0.09,0.0,205.14,0.0,201.31,0.0,3.07,1.45,0.0
8414.0,8915.27,8619.96969,8127.33,8028.0,,,,,,,,,,,,5069.356,6617.06488,,,6018.45939,12.30441,,,,281.35,,263.32,,92.77,,,326.9,,,294.72,,136.53,,131.15,0.06,0.0,172.58,0.0,199.05,0.0,0.92,0.84,0.0
8295.0,8861.55,8622.77081,7963.38,7938.0,,,,,,,,,,,,4966.605,6603.80137,,,5869.472815,12.59954,,,,302.98,,286.4,,164.43,,,338.04,,,296.15,,100.41,,135.97,0.45,0.0,208.48,0.0,182.58,0.0,2.15,1.25,0.0
8407.0,8882.87,8801.97955,7824.47,8040.0,,,,,,,,,,,,4959.684,6740.55611,,,5831.438085,13.00835,,,,362.51,,273.37,,242.88,,,291.53,,,295.32,,189.12,,136.24,0.09,0.0,251.69,0.0,181.25,0.0,0.54,1.03,0.0
8403.0,8784.01,8781.56734,7726.88,8038.0,,,,,,,,,,,,4902.462,6747.05337,,,5864.4717,11.78491,,,,347.8,,259.09,,320.8,,,295.43,,,226.85,,168.11,,132.91,0.09,0.0,251.89,0.0,182.28,0.0,3.09,0.93,0.0
8346.0,8657.95,8650.21742,7609.72,8000.0,,,,,,,,,,,,4801.926,6565.42042,,,5788.6117,10.81066,,,,373.31,,149.58,,287.39,,,234.19,,,201.64,,124.13,,130.34,0.09,0.0,250.8,0.0,180.23,0.0,0.81,1.23,0.0
8466.0,8724.4,8670.15682,7725.73,8077.0,,,,,,,,,,,,4895.6,6608.35602,,,5909.613095,8.69353,,,,324.68,,87.23,,275.8,,,152.66,,,148.44,,129.37,,133.62,0.12,0.0,236.9,0.0,198.97,0.0,6.69,0.69,0.0
9111.0,9459.67,9421.86309,8801.97,9290.0,,,,,,,,,,,,5901.705,7240.27485,,,6956.356885,9.0006,,,,312.84,,24.61,,280.91,,,53.85,,,38.6,,90.97,,227.82,0.12,0.0,120.65,0.0,15.92,0.0,0.0,2.06,0.0
8976.0,9420.42,9337.01543,8765.93,9221.0,,,,,,,,,,,,5892.874,7273.2264,,,7141.214155,9.45074,,,,262.56,,0.0,,278.08,,,0.0,,,0.0,,70.37,,157.95,0.09,0.0,101.83,0.0,1.09,0.0,1.99,1.44,0.0
8667.0,9144.2,9028.14575,8552.33,8981.0,,,,,,,,,,,,5566.379,7165.79794,,,6956.04902,9.05075,,,,253.72,,0.0,,281.54,,,0.0,,,0.0,,56.1,,207.87,0.15,0.0,111.08,0.0,31.32,0.0,2.89,0.54,0.0
8177.0,8752.83,8652.98708,8184.58,8113.0,,,,,,,,,,,,5204.315,6706.38278,,,6484.079525,9.26205,,,,244.27,,0.0,,288.18,,,0.0,,,0.0,,52.39,,144.62,0.12,0.0,208.6,0.0,18.32,0.0,2.99,1.52,0.0
7575.0,8065.21,7910.16256,7564.63,7249.0,,,,,,,,,,,,4419.527,5933.51201,,,5712.876495,8.76684,,,,159.07,,0.0,,239.38,,,0.0,,,0.0,,58.36,,123.1,0.15,0.0,231.03,0.0,202.42,0.0,1.56,0.12,0.0
6931.0,7383.68,7206.32943,7021.9,6308.0,,,,,,,,,,,,3636.203,5260.18797,,,4900.09272,8.10315,,,,187.58,,0.0,,196.39,,,0.0,,,0.0,,57.16,,23.05,0.15,0.0,251.37,0.0,257.0,0.0,4.32,0.25,0.0
6430.0,6830.44,6741.85575,6527.84,5726.0,,,,,,,,,,,,3091.732,4873.84164,,,4365.16476,6.68187,,,,217.88,,0.0,,169.43,,,0.0,,,0.0,,83.67,,0.92,0.09,0.0,340.75,0.0,306.26,0.0,3.06,0.45,0.0
6163.0,6512.52,6459.59877,6201.5,5481.0,,,,,,,,,,,,2785.364,4644.49731,,,4019.30714,4.73087,,,,219.67,,0.0,,173.08,,,0.0,,,0.0,,67.16,,1.6,0.09,0.0,340.42,0.0,311.0,0.0,2.36,1.49,0.0
5959.0,6332.46,6320.67411,6006.75,5340.0,,,,,,,,,,,,2655.386,4486.58925,,,3911.230225,1.81221,,,,220.08,,0.0,,176.85,,,0.0,,,0.0,,49.05,,0.63,0.06,0.0,340.49,0.0,266.45,0.0,1.78,0.09,0.0
5906.0,6303.67,6271.52107,5922.34,5275.0,,,,,,,,,,,,2581.693,4436.15764,,,3869.23718,4.04997,,,,219.06,,0.0,,180.68,,,0.0,,,0.0,,38.7,,0.32,0.09,0.0,339.74,0.0,225.34,0.0,1.7,0.69,0.0
6125.0,6400.7,6439.03509,5879.51,5406.0,,,,,,,,,,,,2680.712,4584.26932,,,3870.094105,2.49109,,,,210.66,,0.0,,132.12,,,0.0,,,0.0,,28.98,,1.08,0.09,0.0,340.7,0.0,220.01,0.0,2.43,0.09,0.0
6470.0,6550.41,6745.97133,5856.17,5843.0,,,,,,,,,,,,2870.759,4860.86585,,,4067.526085,1.77542,,,,218.86,,0.0,,86.33,,,0.0,,,0.0,,28.36,,1.17,0.09,0.0,341.13,0.0,259.45,0.0,1.69,0.75,0.0
6606.0,6599.47,6905.17624,5660.3,6157.0,,,,,,,,,,,,2963.369,4948.1683,,,4160.78399,1.4577,,,,192.1,,0.0,,49.72,,,0.0,,,0.0,,21.56,,1.27,0.06,0.0,338.71,0.0,231.75,0.0,2.62,0.28,0.0
7181.0,7073.53,7497.38536,5990.52,6662.0,,,,,,,,,,,,3393.412,5437.65396,,,4518.63067,3.40399,,,,183.77,,0.0,,44.89,,,0.02,,,0.0,,16.09,,2.34,0.06,0.0,316.85,0.0,270.99,0.0,2.33,1.0,0.0
7811.0,7624.8,8022.61883,6406.84,7207.0,,,,,,,,,,,,3922.336,5696.04687,,,4921.015945,4.23574,,,,177.9,,60.99,,41.12,,,78.77,,,34.13,,35.83,,3.15,0.06,0.0,277.64,0.0,291.34,0.0,0.98,1.04,0.0
8109.0,8001.56,8350.1638,6708.51,7527.0,,,,,,,,,,,,4247.922,6038.18404,,,5132.901015,6.69441,,,,179.38,,156.94,,38.6,,,163.83,,,95.64,,51.64,,3.16,0.03,0.0,271.75,0.0,273.59,0.0,1.11,0.83,0.0
8415.0,8277.0,8644.44215,6949.4,7806.0,,,,,,,,,,,,4479.195,6348.89318,,,5306.04246,8.26495,,,,181.3,,209.46,,41.15,,,253.59,,,144.17,,0.4,,11.07,0.03,0.0,237.9,0.0,251.96,0.0,1.05,3.98,0.0
8571.0,8425.11,8857.43761,7104.62,8095.0,,,,,,,,,,,,4607.829,6487.30109,,,5466.595855,9.85062,,,,179.72,,278.25,,47.27,,,299.56,,,219.78,,30.41,,125.71,0.03,0.0,236.31,0.0,224.71,0.0,0.32,0.03,0.0
8341.0,8331.51,8739.75112,7179.91,7942.0,,,,,,,,,,,,4473.105,6289.30991,,,5389.01196,11.03646,,,,253.85,,306.77,,56.55,,,331.59,,,238.44,,10.0,,130.72,0.03,0.0,281.95,0.0,180.48,0.0,1.79,0.33,0.0
8304.0,8130.09,8676.41487,7158.68,7892.0,,,,,,,,,,,,4237.422,6198.41194,,,5310.221105,12.44885,,,,285.44,,345.43,,83.96,,,341.02,,,229.85,,33.85,,133.43,0.03,0.0,292.48,0.0,181.53,0.0,0.98,0.68,0.0
8410.0,7977.12,8718.57088,7033.49,7991.0,,,,,,,,,,,,4093.508,6156.06724,,,5253.127795,12.07966,,,,253.35,,237.39,,126.25,,,310.38,,,183.91,,49.28,,132.62,0.03,0.0,251.49,0.0,181.66,0.0,0.52,0.7,0.0
8400.0,7890.34,8608.81219,6938.63,7967.0,,,,,,,,,,,,4009.449,6033.45303,,,5211.76253,12.2075,,,,313.92,,264.32,,177.47,,,301.29,,,176.91,,102.06,,131.81,0.03,0.0,240.97,0.0,181.6,0.0,1.55,1.12,0.0
8357.0,7752.38,8534.18189,6829.49,7937.0,,,,,,,,,,,,3873.191,5948.03597,,,5183.08382,11.87627,,,,304.6,,227.49,,211.2,,,214.73,,,155.89,,93.65,,129.5,0.06,0.0,240.47,0.0,206.28,0.0,1.89,1.04,0.0
8413.0,7844.2,8515.74517,6966.14,8136.0,,,,,,,,,,,,4069.961,5899.34398,,,5452.073335,9.6868,,,,297.25,,145.22,,253.85,,,141.79,,,102.55,,74.7,,132.46,0.09,0.0,239.45,0.0,209.62,0.0,1.6,0.29,0.0
9190.0,8891.12,9253.46397,8096.57,9218.0,,,,,,,,,,,,5213.379,6696.08281,,,6607.235745,6.45641,,,,274.5,,45.67,,299.07,,,57.38,,,32.81,,75.94,,148.4,2.72,0.0,98.06,0.0,109.8,0.0,0.0,1.09,0.0
9170.0,8993.71,9208.5887,8283.79,9268.0,,,,,,,,,,,,5334.128,7055.00505,,,6770.20993,5.76668,,,,241.3,,0.0,,315.35,,,0.0,,,0.0,,37.78,,150.3,0.09,0.0,80.63,0.0,119.71,0.0,1.39,0.84,0.0
8931.0,8769.63,8949.66003,8165.09,8983.0,,,,,,,,,,,,5080.866,7103.88817,,,6479.844685,5.11972,,,,206.44,,0.0,,328.42,,,0.0,,,0.0,,33.13,,145.23,0.06,0.0,119.27,0.0,149.14,0.0,2.22,0.46,0.0
8465.0,8399.13,8544.28334,7872.54,8151.0,,,,,,,,,,,,4685.595,6725.72137,,,6124.13295,3.39643,,,,206.54,,0.0,,336.01,,,0.0,,,0.0,,43.09,,136.79,0.06,0.0,177.81,0.0,199.65,0.0,2.66,1.14,0.0
7689.0,7756.37,7939.03618,7351.19,7334.0,,,,,,,,,,,,4092.064,6158.81684,,,5235.70163,2.79008,,,,180.12,,0.0,,269.31,,,0.0,,,0.0,,52.56,,111.33,0.09,0.0,244.3,0.0,228.96,0.0,3.82,1.11,0.0
6911.0,7086.6,7278.13836,6799.17,6363.0,,,,,,,,,,,,3472.349,5592.36462,,,4558.83497,2.2709,,,,167.98,,0.0,,202.77,,,0.0,,,0.0,,38.01,,0.47,0.09,0.0,297.59,0.0,270.44,0.0,2.41,0.98,0.0
6429.0,6663.29,6807.08763,6394.87,5780.0,,,,,,,,,,,,3193.126,5524.71022,,,4394.379745,1.14536,,,,117.19,,0.0,,144.27,,,0.0,,,0.0,,26.98,,0.75,0.06,0.0,320.73,0.0,316.44,0.0,3.42,0.74,0.0
6134.0,6448.8,6484.21714,6098.53,5523.0,,,,,,,,,,,,2957.262,5311.17148,,,4359.362385,2.06561,,,,107.0,,0.0,,129.47,,,0.0,,,0.0,,24.49,,1.62,0.09,0.0,301.51,0.0,297.84,0.0,2.11,1.37,0.0
5888.0,6227.47,6224.05866,5980.87,5409.0,,,,,,,,,,,,2712.024,5110.75438,,,4293.667325,1.95209,,,,139.16,,0.0,,116.41,,,0.0,,,0.0,,19.78,,1.23,0.09,0.0,216.82,0.0,216.42,0.0,2.62,0.12,0.0
5814.0,6056.05,6210.28689,5936.43,5384.0,,,,,,,,,,,,2465.891,5123.99922,,,4298.844085,1.10426,,,,153.06,,0.0,,105.56,,,0.0,,,0.0,,23.46,,1.46,0.12,0.0,279.99,0.0,192.03,0.0,3.33,0.89,0.0
5940.0,5997.99,6232.21657,6111.48,5545.0,,,,,,,,,,,,2468.73,5171.69314,,,4493.534705,1.1779,,,,152.42,,0.0,,81.15,,,0.0,,,0.0,,13.75,,1.36,0.12,0.0,212.87,0.0,190.15,0.0,8.47,0.82,0.0
6358.0,5985.37,6332.53868,6381.31,5964.0,,,,,,,,,,,,2424.759,5298.51155,,,4805.608315,0.29086,,,,202.29,,0.0,,59.43,,,0.0,,,0.0,,12.96,,1.8,0.18,0.0,190.83,0.0,278.1,0.0,8.68,1.41,0.0
6592.0,5817.72,6336.32149,6594.01,6280.0,,,,,,,,,,,,2312.79,5311.44484,,,4994.64783,0.26263,,,,188.76,,0.0,,42.12,,,0.0,,,0.0,,7.81,,0.57,0.06,0.0,151.68,0.0,280.08,0.0,3.26,0.57,0.0
7140.0,6195.37,6916.42812,7202.14,6770.0,,,,,,,,,,,,2598.204,5782.12496,,,5404.158745,0.2924,,,,192.64,,0.0,,41.07,,,0.01,,,0.0,,0.0,,1.43,0.06,0.0,234.84,0.0,281.25,0.0,1.06,0.47,0.0
7734.0,6626.55,7530.15797,7879.66,7365.0,,,,,,,,,,,,2983.195,6353.81593,,,5866.21577,1.01561,,,,211.13,,67.83,,42.77,,,77.15,,,38.45,,24.63,,32.74,0.03,0.0,270.28,0.0,281.24,0.0,0.0,0.5,0.0
